LotFrontage,LotArea,Street,Alley,LotShape,Condition1,Condition2,OverallQual,RoofStyle,RoofMatl,MasVnrArea,ExterQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,MiscFeature,SaleType,Neighborhood,PoolQC,KitchenQual,Utilities,SalePrice
70,8749,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,100,Gd,No,1459,Ex,Y,1459,0,2,0,6,1,2,Y,192,39,0,NA,WD,CollgCr,NA,Gd,AllPub,192000
98,11478,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,200,Gd,No,1704,Ex,Y,1704,1,2,0,7,1,3,Y,0,50,0,NA,WD,NridgHt,NA,Gd,AllPub,306000
-1,3950,Pave,Grvl,Reg,Artery,Norm,6,Gable,CompShg,0,TA,No,818,TA,Y,1224,0,1,0,5,0,1,N,0,0,0,NA,WD,OldTown,NA,TA,AllPub,115000
-1,7851,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,NaN,Gd,No,860,Ex,Y,1960,1,2,1,8,2,2,Y,288,48,0,NA,WD,Gilbert,NA,Gd,AllPub,216500
60,6402,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Mn,596,TA,N,1192,0,1,0,6,0,1,N,0,0,0,NA,WD,IDOTRR,NA,TA,AllPub,78000
80,10386,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,246,Gd,No,2000,Ex,Y,2000,1,2,0,8,0,3,Y,168,0,0,NA,WD,CollgCr,NA,Gd,AllPub,305900
60,8070,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,990,Ex,Y,990,1,1,0,5,0,0,Y,0,0,0,NA,WD,CollgCr,NA,TA,AllPub,123600
-1,10708,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,0,Gd,No,1617,Ex,Y,1867,1,1,0,7,3,1,Y,476,0,0,NA,COD,ClearCr,NA,TA,AllPub,190000
75,10125,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,1196,TA,Y,1279,0,2,0,6,2,2,Y,238,83,0,NA,WD,Mitchel,NA,TA,AllPub,171500
73,9735,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,384,Gd,Y,1394,0,2,1,7,0,2,Y,100,0,0,NA,WD,Timber,NA,Gd,AllPub,167500
41,12393,Pave,NaN,IR2,Norm,Norm,7,Gable,CompShg,0,Gd,No,847,Ex,Y,1948,0,2,1,8,1,2,Y,100,48,0,NA,WD,CollgCr,NA,Gd,AllPub,195000
56,4130,Pave,NaN,IR1,Norm,Norm,3,Gable,CompShg,0,Gd,No,270,Gd,Y,729,0,1,0,5,0,0,N,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,52000
92,6930,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,120,TA,Av,1062,Ex,Y,1352,0,1,0,6,0,1,Y,168,0,0,NA,WD,ClearCr,NA,Gd,AllPub,130000
51,5900,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,No,440,TA,Y,869,0,1,0,4,0,0,Y,0,0,0,NA,WD,BrkSide,NA,Fa,AllPub,85500
68,8562,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,145,TA,Av,1216,Ex,Y,1526,0,1,0,7,1,1,Y,116,78,0,NA,WD,Edwards,NA,TA,AllPub,144500
80,13360,Pave,Grvl,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,876,Ex,Y,964,1,1,0,5,0,2,Y,0,0,0,NA,WD,Crawfor,NA,TA,AllPub,163500
-1,5271,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,TA,Gd,1453,Gd,Y,1453,1,1,1,6,1,2,Y,0,80,0,NA,WD,ClearCr,NA,Gd,AllPub,190000
32,4500,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,320,TA,No,1204,Ex,Y,1204,1,2,0,5,0,2,Y,0,247,0,NA,WD,Mitchel,NA,TA,AllPub,162000
90,8100,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,0,TA,No,849,TA,N,2138,0,2,0,11,0,2,N,40,156,0,NA,WD,OldTown,NA,TA,AllPub,106000
75,9464,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,135,TA,No,1080,Gd,Y,1080,0,1,0,5,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,136000
100,15602,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,TA,No,1501,TA,Y,1801,1,2,0,6,2,2,Y,0,54,0,NA,WD,Crawfor,NA,TA,AllPub,289000
40,3951,Pave,Pave,Reg,Norm,Norm,6,Gable,CompShg,76,Gd,Av,612,Ex,Y,1224,0,2,1,4,0,2,Y,0,234,0,NA,New,Somerst,NA,Gd,AllPub,164500
21,1890,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,285,TA,No,672,TA,Y,1218,0,1,1,7,0,1,Y,144,28,0,NA,WD,BrDale,NA,TA,AllPub,113000
67,8877,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,Mn,816,Ex,Y,816,1,1,0,3,1,1,Y,0,0,0,NA,WD,Edwards,NA,TA,AllPub,100000
78,17503,Pave,NaN,Reg,Artery,Norm,6,Gable,CompShg,0,TA,No,912,TA,Y,1458,0,1,0,6,1,1,Y,192,0,0,NA,WD,NWAmes,NA,TA,AllPub,97500
124,16158,Pave,NaN,IR1,Norm,Norm,7,Hip,CompShg,16,Gd,Av,1530,Ex,Y,1530,1,2,0,7,1,2,Y,168,36,0,NA,WD,StoneBr,NA,Gd,AllPub,260000
69,7599,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,845,TA,Y,845,1,1,0,4,0,2,Y,0,0,0,NA,WD,Mitchel,NA,TA,AllPub,129500
78,10140,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1056,Ex,Y,1074,1,1,1,6,0,2,Y,0,88,0,NA,WD,NWAmes,NA,TA,AllPub,153500
60,9084,Pave,NaN,Reg,Artery,Norm,5,Gable,CompShg,0,TA,Mn,616,TA,N,1111,0,1,0,5,0,1,Y,48,0,0,NA,ConLw,Edwards,NA,TA,AllPub,95000
77,9320,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,No,950,Fa,Y,1225,1,1,1,6,0,0,Y,352,0,0,Shed,WD,NWAmes,NA,TA,AllPub,128950
50,5000,Pave,NaN,Reg,Feedr,Norm,6,Gable,CompShg,0,TA,No,1004,Ex,Y,1664,0,2,0,7,2,2,Y,0,24,0,NA,WD,BrkSide,NA,TA,AllPub,159000
50,7000,Pave,NaN,Reg,Artery,Norm,6,Gable,CompShg,0,TA,No,617,Gd,Y,1310,0,2,0,6,0,1,Y,0,0,0,NA,COD,OldTown,NA,TA,AllPub,112000
60,7200,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,1293,Ex,Y,1301,1,2,0,5,1,2,Y,216,121,0,NA,New,Somerst,NA,Gd,AllPub,187750
65,8125,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,258,TA,No,1408,Ex,Y,1679,1,2,0,7,1,2,Y,224,42,0,NA,WD,SawyerW,NA,Gd,AllPub,193500
70,8400,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1314,TA,Y,1314,1,1,0,5,0,1,Y,250,0,0,NA,WD,NWAmes,NA,TA,AllPub,145000
-1,14175,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1188,Gd,Y,1437,1,1,1,6,1,2,Y,304,0,0,NA,WD,Sawyer,NA,TA,AllPub,168000
60,10800,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Gd,1200,TA,Y,1200,2,3,0,5,0,0,Y,120,0,0,NA,WD,Edwards,NA,TA,AllPub,179000
43,12118,Pave,NaN,IR1,Norm,Norm,7,Hip,CompShg,108,Gd,Mn,1710,Ex,Y,1710,0,2,0,7,1,2,Y,100,48,0,NA,WD,Mitchel,NA,Gd,AllPub,240000
-1,14585,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,85,TA,No,1144,Ex,Y,1429,0,1,0,7,2,2,Y,216,110,0,NA,WD,NWAmes,NA,Gd,AllPub,181900
74,8536,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1125,Gd,Y,1125,0,1,1,5,0,2,Y,80,64,0,NA,New,Edwards,NA,TA,AllPub,155000
89,10680,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,44,TA,No,2136,TA,N,2136,0,2,0,7,0,2,Y,0,30,0,NA,WD,NWAmes,NA,TA,AllPub,137900
60,6780,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,Av,520,Gd,N,754,1,1,0,5,0,0,N,53,0,0,NA,WD,IDOTRR,NA,TA,AllPub,84500
75,9675,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,Mn,1113,Ex,Y,1971,0,2,1,8,1,2,Y,0,48,0,NA,WD,Somerst,NA,Gd,AllPub,253000
51,6120,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,715,TA,Y,875,1,1,0,5,0,1,Y,48,0,0,NA,WD,BrkSide,NA,TA,AllPub,105000
21,1680,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,381,TA,No,525,TA,Y,1092,0,1,1,6,0,1,Y,0,0,0,NA,WD,BrDale,NA,TA,AllPub,88000
65,6993,Pave,NaN,Reg,Feedr,Norm,5,Gable,CompShg,0,TA,No,912,TA,Y,1236,0,1,0,6,1,1,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,135000
64,8791,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,864,Ex,Y,1728,0,2,1,7,0,2,Y,216,56,0,NA,WD,Somerst,NA,Gd,AllPub,207500
-1,11075,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,232,TA,Av,784,Ex,Y,1968,0,2,1,7,1,2,Y,305,189,0,Shed,WD,Mitchel,NA,TA,AllPub,172000
87,11029,Pave,NaN,IR1,Norm,Norm,6,Hip,CompShg,0,Ex,No,1184,Ex,Y,1414,1,1,0,6,1,2,Y,0,51,0,NA,WD,NWAmes,NA,TA,AllPub,176500
21,1477,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,Av,630,TA,Y,630,1,1,0,3,0,1,Y,0,0,0,NA,WD,MeadowV,NA,TA,AllPub,80000
55,7892,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,Gd,No,1199,Ex,Y,1199,0,2,0,5,0,2,Y,0,63,0,NA,WD,SawyerW,NA,Gd,AllPub,153900
80,9554,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,125,Gd,No,777,Ex,Y,1911,0,2,1,8,1,2,Y,182,81,0,NA,WD,SawyerW,NA,Gd,AllPub,215000
60,8160,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,756,Fa,N,1134,1,1,1,7,0,1,P,0,0,0,NA,WD,Edwards,NA,TA,AllPub,126000
60,6600,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,Gd,No,816,Ex,Y,816,0,1,0,5,1,1,Y,0,0,0,NA,WD,Mitchel,NA,Gd,AllPub,130500
60,10800,Pave,Grvl,Reg,Norm,Norm,4,Gable,CompShg,0,TA,NA,0,TA,N,1294,0,2,0,7,0,0,N,220,114,0,NA,WD,OldTown,NA,TA,AllPub,106250
78,10335,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,183,Gd,Gd,1490,Ex,Y,1501,1,2,0,6,0,2,Y,144,29,0,NA,WD,CollgCr,NA,Gd,AllPub,204000
57,8846,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,Gd,Av,870,Ex,Y,914,0,1,0,5,0,2,Y,0,0,0,NA,WD,CollgCr,NA,TA,AllPub,148000
72,10011,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,64,TA,No,1070,TA,Y,1236,0,1,0,6,1,1,Y,0,0,0,NA,WD,NWAmes,NA,Gd,AllPub,134450
34,3230,Pave,Pave,Reg,Norm,Norm,6,Gable,CompShg,894,TA,No,729,Gd,Y,1471,0,2,1,6,0,2,Y,0,24,0,NA,WD,Somerst,NA,TA,AllPub,172500
95,13450,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,No,916,Ex,Y,1861,1,2,1,8,0,2,Y,146,91,0,NA,WD,CollgCr,NA,Gd,AllPub,200000
-1,7000,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,90,Gd,No,864,Ex,Y,864,1,1,0,6,0,1,Y,0,0,0,NA,WD,CollgCr,NA,TA,AllPub,136500
80,8700,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,148,TA,Mn,1120,Gd,Y,1128,1,2,0,6,0,2,Y,192,20,0,NA,WD,NWAmes,NA,TA,AllPub,155000
118,13704,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,150,Gd,No,1541,Ex,Y,1541,0,2,0,6,1,3,Y,468,81,0,NA,WD,CollgCr,NA,Gd,AllPub,205000
95,11345,Pave,NaN,Reg,Feedr,Norm,5,Gable,Roll,567,TA,No,928,Gd,Y,1920,0,2,0,10,0,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,137000
75,12000,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,704,Ex,Y,1564,0,1,1,7,1,1,Y,0,0,0,NA,WD,Crawfor,NA,Fa,AllPub,174500
35,4251,Pave,Pave,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,No,625,Ex,Y,1250,0,2,1,5,0,2,Y,0,54,0,NA,New,Somerst,NA,Gd,AllPub,164700
73,8899,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Av,1340,Ex,Y,1340,0,2,0,6,0,2,Y,100,30,0,NA,New,Gilbert,NA,Gd,AllPub,181134
34,4590,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,108,Gd,Mn,1554,Ex,Y,1554,0,2,0,6,1,2,Y,156,73,0,NA,WD,NridgHt,NA,Gd,AllPub,209500
53,10918,Pave,NaN,Reg,Norm,Norm,7,Gambrel,CompShg,0,Gd,No,1276,Ex,Y,2080,0,1,1,9,2,1,Y,0,0,0,NA,WD,Crawfor,NA,Gd,AllPub,234000
100,9500,Pave,NaN,Reg,Artery,Norm,6,Gable,CompShg,272,TA,No,816,TA,Y,1977,0,1,1,9,1,2,Y,0,52,0,NA,WD,NWAmes,NA,TA,AllPub,165000
34,4058,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,182,TA,Av,723,Ex,Y,767,1,1,0,4,0,1,Y,120,40,0,NA,WD,NWAmes,NA,TA,AllPub,133000
105,13693,Pave,NaN,Reg,Norm,Norm,9,Hip,CompShg,772,Ex,Av,2153,Ex,Y,2643,0,2,1,9,1,3,Y,414,84,0,NA,WD,NridgHt,NA,Ex,AllPub,380000
149,12589,Pave,NaN,IR2,Norm,Norm,6,Gable,CompShg,0,Gd,No,742,Ex,Y,1484,0,2,1,8,1,2,Y,36,24,0,NA,WD,Gilbert,NA,Gd,AllPub,174000
81,11216,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,No,1489,Ex,Y,1489,0,2,0,7,1,2,Y,0,140,0,NA,New,Somerst,NA,Gd,AllPub,232600
94,25286,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,Gd,1064,Gd,Y,1040,1,1,0,5,0,2,Y,0,0,0,NA,WD,Mitchel,NA,TA,AllPub,132250
92,10120,Pave,NaN,Reg,Norm,Norm,8,Hip,CompShg,391,Gd,No,1165,Ex,Y,2526,1,2,1,8,1,3,Y,309,78,0,NA,WD,NoRidge,NA,Gd,AllPub,290000
75,9825,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,0,TA,NA,0,TA,N,1664,0,2,0,8,0,0,Y,0,0,0,NA,WD,Edwards,NA,TA,AllPub,100000
79,12798,Pave,NaN,IR1,Feedr,Norm,6,Gable,CompShg,0,TA,Gd,616,Gd,Y,1688,1,2,1,8,0,2,Y,403,114,0,Shed,WD,ClearCr,NA,Gd,AllPub,200000
80,10400,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,189,TA,No,1090,TA,Y,1370,0,2,0,6,1,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,152000
-1,9500,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,247,TA,No,1394,Gd,Y,1394,1,1,1,6,2,2,Y,0,76,0,NA,WD,NWAmes,NA,TA,AllPub,159000
60,7200,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,180,TA,Gd,936,TA,Y,936,1,1,0,4,0,2,Y,49,0,0,NA,WD,OldTown,NA,TA,AllPub,140000
-1,8900,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,1056,TA,Y,1056,1,1,0,5,0,1,Y,0,42,0,NA,WD,SawyerW,NA,TA,AllPub,107000
-1,12095,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,115,TA,Gd,1127,TA,Y,1445,0,1,1,7,1,2,Y,180,0,0,NA,WD,NWAmes,NA,TA,AllPub,158000
37,6951,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,876,TA,Y,923,1,1,0,5,0,1,Y,362,0,0,NA,WD,Mitchel,NA,TA,AllPub,119500
-1,11120,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,No,1232,TA,Y,1232,0,2,0,6,0,2,Y,0,0,0,NA,WD,Veenker,NA,TA,AllPub,162500
50,6000,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,862,TA,Y,1158,0,1,0,5,1,1,Y,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,120000
140,19138,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,864,Ex,Y,864,0,1,0,4,0,2,Y,0,0,0,NA,WD,Gilbert,NA,TA,AllPub,141000
-1,14762,Pave,NaN,IR2,Feedr,Norm,5,Gable,CompShg,0,TA,NA,0,Gd,Y,2320,0,2,0,7,1,2,P,120,144,0,NA,WD,Gilbert,NA,TA,AllPub,169000
120,15611,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,Av,1079,Ex,Y,1919,0,2,1,8,1,2,Y,0,51,0,NA,New,CollgCr,NA,Gd,AllPub,233230
60,12180,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,672,Fa,N,924,1,1,0,5,0,1,Y,0,0,0,NA,WD,Edwards,NA,Fa,AllPub,80000
90,11694,Pave,NaN,Reg,Norm,Norm,9,Hip,CompShg,452,Ex,Av,1822,Ex,Y,1828,0,2,0,9,1,3,Y,0,108,0,NA,New,NridgHt,NA,Gd,AllPub,314813
92,9920,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Av,1117,Ex,Y,2013,1,2,1,8,1,2,Y,180,130,0,NA,WD,NoRidge,NA,TA,AllPub,269790
32,4500,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,116,TA,No,1216,Ex,Y,1216,1,2,0,5,0,2,Y,0,125,0,NA,WD,Mitchel,NA,TA,AllPub,164000
55,10592,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,No,602,TA,Y,1502,0,1,1,7,2,1,Y,96,0,0,NA,WD,Crawfor,NA,Gd,AllPub,165000
85,8500,Pave,NaN,Reg,Artery,Norm,5,Gable,CompShg,0,TA,No,793,TA,N,1517,0,2,0,7,0,0,N,0,0,0,NA,WD,IDOTRR,NA,Fa,AllPub,115000
71,6900,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,740,Ex,Y,778,0,1,0,4,1,1,Y,0,25,0,NA,WD,IDOTRR,NA,TA,AllPub,120500
34,4060,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,Gd,No,1405,Ex,Y,1337,1,2,0,5,0,2,Y,144,68,0,NA,COD,NWAmes,NA,Gd,AllPub,181000
-1,7861,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,783,Ex,Y,1509,1,2,1,7,1,2,Y,100,75,0,NA,WD,Gilbert,NA,Gd,AllPub,183200
-1,12122,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,210,Ex,Av,944,Gd,Y,999,1,1,0,6,0,2,Y,144,76,0,NA,WD,NWAmes,NA,Ex,AllPub,178400
-1,16669,Pave,NaN,IR1,Norm,Norm,8,Hip,WdShake,653,Gd,No,1686,TA,Y,1707,0,2,1,6,1,2,Y,574,64,0,NA,WD,Timber,NA,TA,AllPub,228000
65,8850,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,TA,No,815,Ex,Y,1690,0,1,0,7,1,1,Y,0,0,0,NA,ConLw,OldTown,NA,TA,AllPub,144000
96,12456,Pave,NaN,Reg,Norm,Norm,10,Hip,CompShg,230,Ex,Gd,1700,Ex,Y,1718,1,2,0,7,1,3,Y,216,48,0,NA,WD,NridgHt,NA,Ex,AllPub,337500
24,2308,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,855,TA,Y,1322,0,2,1,6,1,2,Y,260,0,0,NA,WD,NPkVill,NA,TA,AllPub,147000
107,13891,Pave,NaN,Reg,Norm,Norm,8,Hip,CompShg,436,Gd,Gd,1710,Ex,Y,1710,1,2,0,6,1,3,Y,0,102,0,NA,New,NridgHt,NA,Gd,AllPub,372402
-1,1974,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,546,TA,Y,1092,0,1,1,6,0,1,Y,120,96,0,NA,WD,MeadowV,NA,TA,AllPub,83500
70,11184,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,92,TA,No,918,Gd,Y,1683,0,2,1,7,1,2,Y,243,0,0,NA,WD,Sawyer,NA,TA,AllPub,172500
50,6000,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,811,TA,Y,1387,0,2,0,7,0,1,Y,0,0,0,NA,WD,OldTown,NA,Gd,AllPub,93000
40,5664,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,0,Gd,No,1501,Ex,Y,1659,1,2,0,5,1,2,Y,212,59,0,NA,WD,StoneBr,NA,Ex,AllPub,278000
65,10482,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,63,TA,Av,588,Ex,Y,1138,0,1,0,6,0,1,Y,224,0,0,NA,WD,NWAmes,NA,TA,AllPub,145000
37,3316,Pave,Pave,IR1,Norm,Norm,8,Gable,CompShg,0,Gd,No,1247,Ex,Y,1247,1,1,1,4,1,2,Y,0,84,0,NA,WD,Somerst,NA,Gd,AllPub,197000
78,12090,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,210,TA,No,1422,TA,Y,1422,0,2,0,7,1,2,Y,276,0,0,NA,WD,NWAmes,NA,Gd,AllPub,175500
78,9317,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,1314,Gd,Y,1314,0,2,0,6,1,2,Y,0,22,0,NA,WD,CollgCr,NA,Gd,AllPub,176432
75,9750,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,243,TA,No,1442,Gd,Y,1442,0,1,1,7,0,1,Y,0,0,0,Shed,COD,NWAmes,NA,TA,AllPub,157900
-1,4435,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,170,Gd,Av,848,Ex,Y,848,1,1,0,4,0,2,Y,140,0,0,NA,WD,CollgCr,NA,Gd,AllPub,140000
-1,8068,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,1010,Ex,Y,2267,0,2,1,8,1,2,Y,120,46,0,NA,ConLI,Gilbert,NA,Gd,AllPub,200000
79,9541,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,268,Gd,No,1502,Ex,Y,1502,0,2,0,7,0,2,Y,0,114,0,NA,New,NridgHt,NA,Gd,AllPub,233170
71,9230,Pave,NaN,Reg,Feedr,Norm,5,Hip,CompShg,166,TA,Mn,864,Gd,Y,1200,1,1,1,6,0,2,Y,0,64,0,NA,WD,NWAmes,NA,Gd,AllPub,146000
67,8777,Pave,NaN,Reg,Feedr,Norm,5,Gable,CompShg,0,TA,No,1272,Gd,Y,2200,2,2,2,9,0,0,N,0,70,0,NA,WD,Edwards,NA,TA,AllPub,145900
94,7819,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,Av,1029,TA,Y,1117,1,1,0,6,1,2,Y,144,0,0,NA,WD,Edwards,NA,TA,AllPub,107000
60,7500,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,994,Gd,Y,1804,0,2,1,7,1,2,Y,140,60,0,NA,WD,Gilbert,NA,Gd,AllPub,189000
63,7875,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,783,Ex,Y,1509,0,2,1,8,1,2,Y,0,75,0,NA,WD,Gilbert,NA,Gd,AllPub,180000
54,7244,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Av,768,Ex,Y,768,1,1,0,5,0,2,Y,104,0,0,NA,WD,Mitchel,NA,TA,AllPub,129500
72,7200,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,255,TA,Av,1041,Ex,Y,1125,1,1,0,6,1,1,Y,296,0,0,NA,WD,Edwards,NA,TA,AllPub,125000
60,7200,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,0,TA,NA,0,Gd,Y,1048,0,1,0,7,0,2,Y,0,27,0,NA,WD,NWAmes,NA,TA,AllPub,98300
63,7875,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,38,TA,No,1237,Gd,Y,1253,0,2,0,6,1,2,Y,220,21,0,NA,WD,Gilbert,NA,TA,AllPub,176000
69,7590,Pave,NaN,Reg,PosN,Norm,6,Gable,CompShg,266,TA,No,660,TA,Y,1348,0,1,1,6,1,2,Y,188,108,0,NA,WD,NWAmes,NA,TA,AllPub,155000
84,11340,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,1200,TA,Y,1200,0,1,0,7,0,1,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,125000
60,8967,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,961,Gd,Y,1077,0,1,0,6,0,1,N,0,0,0,NA,WD,IDOTRR,NA,TA,AllPub,67000
80,11844,Pave,NaN,IR1,Norm,Norm,8,Hip,CompShg,464,Gd,Mn,2046,Ex,Y,2046,0,2,1,7,1,3,Y,322,82,0,NA,New,StoneBr,NA,Gd,AllPub,372500
60,15384,Pave,NaN,IR1,RRAn,Norm,7,Gable,CompShg,0,Gd,Av,788,Ex,Y,1490,1,2,1,8,1,2,Y,100,75,0,NA,WD,Gilbert,NA,Gd,AllPub,184000
80,9600,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,Av,992,Gd,Y,1661,1,1,0,8,1,1,Y,0,28,0,NA,WD,NWAmes,NA,Gd,AllPub,165500
80,9600,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,238,TA,No,1416,TA,Y,1644,1,1,0,7,2,2,Y,110,0,0,NA,WD,NWAmes,NA,TA,AllPub,167000
-1,3196,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,40,Gd,Gd,1273,Ex,Y,1456,0,2,0,7,1,2,Y,143,20,0,NA,WD,Blmngtn,NA,Gd,AllPub,215000
